走向,zou3 xiang4
点睛,dian3 jing1
刹那,cha4 na4
瑰丽,gui1 li4
瑰异,gui1 yi4
瑰玮,gui1 wei3
瑰宝,gui1 bao3
瑰奇,gui1 qi2
瑰伟,gui1 wei3
魔力,mo2 li4
刹车,sha1 che1
刹时,cha4 shi2
琅玡,Lang2 ya2
刹把,sha1 ba3
刹住,sha1 zhu4
闲事,xian2 shi4
痹证,bi4 zheng4
魔咒,mo2 zhou4
魔女,mo2 nu:3
玛丽,Ma3 li4
痼疾,gu4 ji2
玛雅,Ma3 ya3
痼癖,gu4 pi3
痼习,gu4 xi2
玛芬,ma3 fen1
闲人,xian2 ren2
闲冗,xian2 rong3
前体,qian2 ti3
瘀伤,yu1 shang1
瘀斑,yu1 ban1
玛窦,Ma3 dou4
瘀滞,yu1 zhi4
玛瑙,ma3 nao3
瘀血,yu1 xue4
玛沁,Ma3 qin4
瘀青,yu1 qing1
瘀点,yu1 dian3
闲在,xian2 zai5
玛曲,Ma3 qu3
前额,qian2 e2
前头,qian2 tou5
前面,qian2 mian4
闲坐,xian2 zuo4
玛律,Ma3 lu:4
玛尼,Ma3 ni2
闲居,xian2 ju1
玛家,Ma3 jia1
瘊子,hou2 zi5
前门,qian2 men2
玛多,Ma3 duo1
玛卡,ma3 ka3
疯子,feng1 zi5
疯犬,feng1 quan3
疯狂,feng1 kuang2
前门,Qian2 men2
闲心,xian2 xin1
疯瘫,feng1 tan1
瑶海,Yao2 hai3
瑶池,Yao2 chi2
瑶族,Yao2 zu2
疯癫,feng1 dian1
前镇,Qian2 zhen4
闲散,xian2 san3
琐记,suo3 ji4
琐闻,suo3 wen2
前锋,qian2 feng1
闲暇,xian2 xia2
前金,Qian2 jin1
琐细,suo3 xi4
琐碎,suo3 sui4
琐屑,suo3 xie4
琐事,suo3 shi4
闲章,xian2 zhang1
闲聊,xian2 liao2
闲职,xian2 zhi2
瑟缩,se4 suo1
闲花,xian2 hua1
瑟瑟,se4 se4
前部,qian2 bu4
闲话,xian2 hua4
瑞丽,Rui4 li4
瑞香,rui4 xiang1
瑞雪,rui4 xue3
前边,qian2 bian5
瑞金,Rui4 jin1
闲谈,xian2 tan2
瑞萨,Rui4 sa4
前进,qian2 jin4
瑞芳,Rui4 fang1
瑞色,rui4 se4
瘙痒,sao4 yang3
瑞穗,Rui4 sui4
瑞兽,rui4 shou4
瑞狮,Rui4 Shi1
瑞气,rui4 qi4
闲逛,xian2 guang4
闲逸,xian2 yi4
瑞朗,Rui4 lang3
瘛疭,chi4 zong4
瑞昌,Rui4 chang1
闲适,xian2 shi4
瑞安,Rui4 an1
瘜肉,xi1 rou4
前途,qian2 tu2
前述,qian2 shu4
前轮,qian2 lun2
瑞士,Rui4 shi4
瘟疫,wen1 yi4
瘟神,wen1 shen2
前辈,qian2 bei4
瑞典,Rui4 dian3
瑞亚,Rui4 ya4
前辍,qian2 chuo4
瑜迦,yu2 jia1
瑜珈,yu2 jia1
瘠薄,ji2 bo2
闲雅,xian2 ya3
瑜伽,yu2 jia1
闲杂,xian2 za2
闲静,xian2 jing4
前身,qian2 shen1
瑙鲁,Nao3 lu3
前赵,Qian2 Zhao4
魔宫,mo2 gong1
瑕疵,xia2 ci1
瑕玷,xia2 dian4
疮疤,chuang1 ba1
魔幻,mo2 huan4
不能,bu4 neng2
闲人,xian2 ren2
闲口,xian2 kou3
前言,qian2 yan2
前卫,qian2 wei4
闲扯,xian2 che3
前茅,qian2 mao2
前舱,qian2 cang1
闲晃,xian2 huang4
前台,qian2 tai2
疮痂,chuang1 jia1
珲春,Hun2 chun1
前臂,qian2 bi4
疮痍,chuang1 yi2
珐琅,fa4 lang2
前腿,qian2 tui3
前胸,qian2 xiong1
前肢,qian2 zhi1
琵鹭,pi2 lu4
疮痕,chuang1 hen2
疮疡,chuang1 yang2
琵琶,pi2 pa5
前者,qian2 zhe3
琴键,qin2 jian4
琴锤,qin2 chui2
琴酒,qin2 jiu3
前翅,qian2 chi4
瘢痕,ban1 hen2
琴瑟,qin2 se4
闲暇,xian2 xia2
琴书,qin2 shu1
瘤子,liu2 zi5
琴手,qin2 shou3
琴弦,qin2 xian2
琴师,qin2 shi1
闲书,xian2 shu1
闲混,xian2 hun4
闲空,xian2 kong4
琳琅,lin2 lang2
闲置,xian2 zhi4
前线,qian2 xian4
前缀,qian2 zhui4
前端,qian2 duan1
闲话,xian2 hua4
闲谈,xian2 tan2
前程,qian2 cheng2
前秦,Qian2 Qin2
前科,qian2 ke1
魔影,mo2 ying3
魔怔,mo2 zheng1
前瞻,qian2 zhan1
间作,jian4 zuo4
间充,jian1 chong1
琥珀,hu3 po4
间壁,jian4 bi4
前生,qian2 sheng1
琢磨,zuo2 mo5
琢磨,zhuo2 mo2
前燕,Qian2 Yan1
前灯,qian2 deng1
间奏,jian1 zou4
间或,jian4 huo4
前汉,Qian2 Han4
前凉,Qian2 Liang2
前沿,qian2 yan2
前段,qian2 duan4
前此,qian2 ci3
瘦削,shou4 xue1
瘦子,shou4 zi5
瘦小,shou4 xiao3
瘦弱,shou4 ruo4
琉璃,liu2 li5
瘦肉,shou4 rou4
瘦身,shou4 shen1
瘦长,shou4 chang2
前桥,Qian2 qiao2
前桅,qian2 wei2
琉球,Liu2 qiu2
前期,qian2 qi1
前朝,qian2 chao2
疟子,yao4 zi5
疟疾,nu:e4 ji2
疟蚊,nu:e4 wen2
间接,jian4 jie1
前景,qian2 jing3
理发,li3 fa4
理头,li3 tou2
前晌,qian2 shang3
理路,li3 lu4
理赔,li3 pei2
前日,qian2 ri4
理财,li3 cai2
前方,qian2 fang1
前敌,qian2 di2
瘰疬,luo3 li4
理论,li3 lun4
瘰螈,luo3 yuan2
理解,li3 jie3
理亏,li3 kui1
理县,Li3 xian4
前摆,qian2 bai3
理科,li3 ke1
前揭,qian2 jie1
理睬,li3 cai3
间断,jian4 duan4
瘴疠,zhang4 li4
理疗,li3 liao2
理当,li3 dang1
理由,li3 you2
前提,qian2 ti2
理气,li3 qi4
间歇,jian4 xie1
瘸子,que2 zi5
理查,Li3 cha2
理会,li3 hui4
理智,li3 zhi4
理据,li3 ju4
瘸腿,que2 tui3
理应,li3 ying1
间脑,jian1 nao3
间苗,jian4 miao2
间谍,jian4 die2
理想,li3 xiang3
间隔,jian4 ge2
癀病,huang2 bing4
间隙,jian4 xi4
疗伤,liao2 shang1
理性,li3 xing4
理念,li3 nian4
疗效,liao2 xiao4
疗法,liao2 fa3
理工,li3 gong1
疗养,liao2 yang3
前戏,qian2 xi4
癃闭,long2 bi4
前情,qian2 qing2
不育,bu4 yu4
理学,li3 xue2
理学,Li3 xue2
不肖,bu4 xiao4
理塘,Li3 tang2
理喻,li3 yu4
前后,qian2 hou4
理化,li3 hua4
前往,qian2 wang3
理则,li3 ze2
理儿,li3 r5
理光,Li3 guang1
前厅,qian2 ting1
前廊,qian2 lang2
理事,li3 shi4
闵凶,min3 xiong1
前庭,qian2 ting2
琅嬛,Lang2 huan2
癌症,ai2 zheng4
魔怪,mo2 guai4
球体,qiu2 ti3
球馆,qiu2 guan3
球类,qiu2 lei4
球鞋,qiu2 xie2
癌变,ai2 bian4
球面,qiu2 mian4
球队,qiu2 dui4
球门,qiu2 men2
球道,qiu2 dao4
球迷,qiu2 mi2
球赛,qiu2 sai4
球虫,qiu2 chong2
前年,qian2 nian2
球菌,qiu2 jun1
前导,qian2 dao3
魔戒,Mo2 jie4
球网,qiu2 wang3
愈复,yu4 fu4
球竿,qiu2 gan1
球童,qiu2 tong2
前嫌,qian2 xian2
球磨,qiu2 mo2
癔病,yi4 bing4
前妻,qian2 qi1
球状,qiu2 zhuang4
球台,qiu2 tai2
球棒,qiu2 bang4
球棍,qiu2 gun4
球会,qiu2 hui4
球星,qiu2 xing1
球拍,qiu2 pai1
球感,qiu2 gan3
球形,qiu2 xing2
球弹,qiu2 dan4
球座,qiu2 zuo4
球差,qiu2 cha1
球季,qiu2 ji4
闸口,Zha2 kou3
癖好,pi3 hao4
球场,qiu2 chang3
球员,qiu2 yuan2
球友,qiu2 you3
前奏,qian2 zou4
前夫,qian2 fu1
前天,qian2 tian1
闸口,zha2 kou3
现钱,xian4 qian2
前夜,qian2 ye4
前夕,qian2 xi1
前尘,qian2 chen2
瘪三,bie1 san1
瘪陷,bie3 xian4
闸盒,zha2 he2
现金,xian4 jin1
前因,qian2 yin1
痴傻,chi1 sha3
现身,xian4 shen1
痴呆,chi1 dai1
现货,xian4 huo4
痴情,chi1 qing2
现象,xian4 xiang4
前哨,qian2 shao4
现行,xian4 xing2
现磨,xian4 mo2
现状,xian4 zhuang4
现烤,xian4 kao3
痒痒,yang3 yang5
现况,xian4 kuang4
现款,xian4 kuan3
现有,xian4 you3
现时,xian4 shi2
现抓,xian4 zhua1
现成,xian4 cheng2
现役,xian4 yi4
现形,xian4 xing2
现年,xian4 nian2
前咽,qian2 yan1
闸门,zha2 men2
现实,xian4 shi2
症结,zheng1 jie2
现存,xian4 cun2
魔方,mo2 fang1
魔杖,mo2 zhang4
魔棒,mo2 bang4
魔法,mo2 fa3
不义,bu4 yi4
不羁,bu4 ji1
瘾头,yin3 tou2
现场,xian4 chang3
阁下,ge2 xia4
癯瘦,qu2 shou4
阁僚,ge2 liao2
现在,xian4 zai4
现做,xian4 zuo4
现值,xian4 zhi2
现任,xian4 ren4
前列,qian2 lie4
瘫子,tan1 zi5
瘫痪,tan1 huan4
瘫软,tan1 ruan3
前冠,qian2 guan1
癫狂,dian1 kuang2
癫痫,dian1 xian2
前儿,qian2 r5
癸丑,gui3 chou3
癸亥,gui3 hai4
癸卯,gui3 mao3
现代,xian4 dai4
现代,Xian4 dai4
现今,xian4 jin1
癸巳,gui3 si4
现世,xian4 shi4
现下,xian4 xia4
前兆,qian2 zhao4
前倾,qian2 qing1
前传,qian2 zhuan4
前传,qian2 chuan2
阁揆,ge2 kui2
阁楼,ge2 lou2
前例,qian2 li4
前来,qian2 lai2
佩林,Pei4 lin2
前任,qian2 ren4
班驳,ban1 bo2
癸未,gui3 wei4
癸水,gui3 shui3
班长,ban1 zhang3
癸酉,gui3 you3
班轮,ban1 lun2
前件,qian2 jian4
班辈,ban1 bei4
班车,ban1 che1
班超,Ban1 Chao1
阁议,ge2 yi4
班草,ban1 cao3
班花,ban1 hua1
班线,ban1 xian4
班组,ban1 zu3
班级,ban1 ji2
登上,deng1 shang4
班竹,Ban1 zhu2
登仙,deng1 xian1
登入,deng1 ru4
班禅,Ban1 chan2
班白,ban1 bai2
登出,deng1 chu1
班玛,Ban1 ma3
登基,deng1 ji1
班次,ban1 ci4
班台,ban1 tai2
班机,ban1 ji1
班期,ban1 qi1
班会,ban1 hui4
班房,ban1 fang2
登报,deng1 bao4
班戈,Ban1 ge1
班底,ban1 di3
班师,ban1 shi1
班子,ban1 zi5
班基,Ban1 ji1
登场,deng1 chang3
班固,Ban1 Gu4
班吉,Ban1 ji2
登封,Deng1 feng1
登山,deng1 shan1
登岸,deng1 an4
登峰,deng1 feng1
班什,Ban1 shi2
登时,deng1 shi2
班上,ban1 shang4
魔爪,mo2 zhao3
魔王,mo2 wang2
前人,qian2 ren2
前些,qian2 xie1
魔窟,mo2 ku1
前事,qian2 shi4
登月,deng1 yue4
魔术,mo2 shu4
前世,qian2 shi4
珠茶,zhu1 cha2
登极,deng1 ji2
珠算,zhu1 suan4
珠箔,zhu1 bo2
登机,deng1 ji1
登临,deng1 lin2
登记,deng1 ji4
珠玉,zhu1 yu4
珠灰,zhu1 hui1
登载,deng1 zai3
珠海,Zhu1 hai3
登轮,deng1 lun2
珠流,zhu1 liu2
登遐,deng1 xia2
珠江,Zhu1 jiang1
珠母,zhu1 mu3
登录,deng1 lu4
珠晖,Zhu1 hui1
珠崖,Zhu1 ya2
珠峰,Zhu1 feng1
登门,deng1 men2
珠山,Zhu1 shan1
珠宝,zhu1 bao3
珠子,zhu1 zi5
登陆,deng1 lu4
阀芯,fa2 xin1
阀门,fa2 men2
发交,fa1 jiao1
魔障,Mo2 zhang4
魔难,mo2 nan4
魔头,mo2 tou2
珙县,Gong3 xian4
珙桐,gong3 tong2
闺女,gui1 nu:3
闺情,gui1 qing2
魔鬼,mo2 gui3
点破,dian3 po4
点票,dian3 piao4
发亮,fa1 liang4
发令,fa1 ling4
珍馐,zhen1 xiu1
珍重,zhen1 zhong4
珍贵,zhen1 gui4
珍藏,zhen1 cang2
珍闻,zhen1 wen2
珍羞,zhen1 xiu1
珍稀,zhen1 xi1
发布,fa1 bu4
珍异,zhen1 yi4
发作,fa1 zuo4
发信,fa1 xin4
发光,fa1 guang1
发兵,fa1 bing1
珍珠,zhen1 zhu1
珍爱,zhen1 ai4
珍惜,zhen1 xi1
珍宝,zhen1 bao3
珍奶,zhen1 nai3
珍奇,zhen1 qi2
珍品,zhen1 pin3
发冷,fa1 leng3
克架,ke4 jia4
克星,ke4 xing1
发出,fa1 chu1
发刊,fa1 kan1
珊瑚,shan1 hu2
珊卓,Shan1 zhuo2
克扣,ke4 kou4
发动,fa1 dong4
珉玉,min2 yu4
闺房,gui1 fang2
克己,ke4 ji3
不绝,bu4 jue2
魇寐,yan3 mei4
点积,dian3 ji1
削发,xue1 fa4
发包,fa1 bao1
珀斯,Po4 si1
削除,xue1 chu2
闺秀,gui1 xiu4
发卡,fa1 ka3
发呆,fa1 dai1
发售,fa1 shou4
发问,fa1 wen4
发丧,fa1 sang1
发回,fa1 hui2
发报,fa1 bao4
发奋,fa1 fen4
发家,fa1 jia1
发射,fa1 she4
玻璃,bo1 li5
玻片,bo1 pian4
发展,fa1 zhan3
发布,fa1 bu4
发帖,fa1 tie3
发怒,fa1 nu4
发怔,fa1 zheng1
闺窗,gui1 chuang1
闺范,gui1 fan4
玷辱,dian4 ru3
玷污,dian4 wu1
削职,xue1 zhi2
削籍,xue1 ji2
发急,fa1 ji2
发怵,fa1 chu4
玳瑁,dai4 mao4
削球,xiao1 qiu2
发情,fa1 qing2
玲珑,ling2 long2
玲玲,ling2 ling2
削减,xue1 jian3
削波,xue1 bo1
发愁,fa1 chou2
发愣,fa1 leng4
发慌,fa1 huang1
发愤,fa1 fen4
玫瑰,mei2 gui1
削弱,xue1 ruo4
玩遍,wan2 bian4
玩赏,wan2 shang3
发憷,fa1 chu4
玩话,wan2 hua4
发抖,fa1 dou3
玩艺,wan2 yi4
发掘,fa1 jue2
玩兴,wan2 xing4
玩耍,wan2 shua3
玩者,wan2 zhe3
玩索,wan2 suo3
玩笑,wan2 xiao4
玩狎,wan2 xia2
发扬,fa1 yang2
玩牌,wan2 pai2
发挥,fa1 hui1
玩火,wan2 huo3
玩乐,wan2 le4
发放,fa1 fang4
发散,fa1 san4
玩意,wan2 yi4
发明,fa1 ming2
玩忽,wan2 hu1
发昏,fa1 hun1
玩弄,wan2 nong4
玩家,wan2 jia1
发春,fa1 chun5
玩器,wan2 qi4
玩味,wan2 wei4
发晕,fa1 yun1
发暗,fa1 an4
玩具,wan2 ju4
发案,fa1 an4
发条,fa1 tiao2
发棵,fa1 ke1
发榜,fa1 bang3
发毛,fa1 mao2
发气,fa1 qi4
发汗,fa1 han4
玩儿,wan2 r5
发泡,fa1 pao4
玩偶,wan2 ou3
玩伴,wan2 ban4
发泄,fa1 xie4
发源,fa1 yuan2
削尖,xiao1 jian1
削价,xue1 jia4
点穴,dian3 xue2
鱼丸,yu2 wan2
鱼具,yu2 ju4
闺蜜,gui1 mi4
闺阁,gui1 ge2
则个,ze2 ge4
鱼刺,yu2 ci4
鱼叉,yu2 cha1
闺阃,gui1 kun3
鱼台,Yu2 tai2
闽侯,Min3 hou2
闽南,Min3 nan2
剃头,ti4 tou2
剃度,ti4 du4
玓瓅,di4 li4
剃刀,ti4 dao1
玎玲,ding1 ling2
闽江,Min3 jiang1
不管,bu4 guan3
发火,fa1 huo3
王震,Wang2 Zhen4
王选,Wang2 Xuan3
王道,wang2 dao4
发炎,fa1 yan2
王著,Wang2 Zhu4
王菲,Wang2 Fei1
王莽,Wang2 Mang3
王英,Wang2 Ying1
王肃,Wang2 Su4
发热,fa1 re4
发烧,fa1 shao1
发烫,fa1 tang4
发牌,fa1 pai2
王维,Wang2 Wei2
王颖,Wang2 Ying3
发狂,fa1 kuang2
发奖,fa1 jiang3
王码,Wang2 ma3
发现,fa1 xian4
王益,Wang2 yi4
王猛,Wang2 Meng3
王牌,wang2 pai2
王爷,wang2 ye5
发球,fa1 qiu2
王法,wang2 fa3
发生,fa1 sheng1
发病,fa1 bing4
王水,wang2 shui3
发痛,fa1 tong4
王母,wang2 mu3
发疯,fa1 feng1
王权,wang2 quan2
王楠,Wang2 Nan2
王朝,wang2 chao2
王朔,Wang2 Shuo4
发痒,fa1 yang3
王明,Wang2 Ming2
王敦,Wang2 Dun1
发白,fa1 bai2
王弼,Wang2 Bi4
发直,fa1 zhi2
王座,wang2 zuo4
发祥,fa1 xiang2
王府,wang2 fu3
王平,Wang2 Ping2
发票,fa1 piao4
发福,fa1 fu2
发积,fa1 ji1
王导,Wang2 Dao3
发窘,fa1 jiong3
发端,fa1 duan1
发笑,fa1 xiao4
王家,wang2 jia1
王宫,wang2 gong1
王室,wang2 shi4
发簪,fa1 zan1
王子,wang2 zi3
发粉,fa1 fen3
王妃,wang2 fei1
发红,fa1 hong2
发绀,fa1 gan4
发给,fa1 gei3
发声,fa1 sheng1
发育,fa1 yu4
王国,wang2 guo2
发胖,fa1 pang4
王后,wang2 hou4
发脆,fa1 cui4
王化,wang2 hua4
发胀,fa1 zhang4
王勃,Wang2 Bo2
发自,fa1 zi4
发芽,fa1 ya2
王力,Wang2 Li4
王冠,wang2 guan1
王公,wang2 gong1
发落,fa1 luo4
王八,wang2 ba1
发蔫,fa1 nian1
王充,Wang2 Chong1
王储,wang2 chu3
发薪,fa1 xin1
王侯,wang2 hou2
王位,wang2 wei4
王伾,Wang2 pi1
发虚,fa1 xu1
王五,Wang2 Wu3
王丹,Wang2 Dan1
发行,fa1 xing2
剁碎,duo4 sui4
鱼夫,yu2 fu1
鱼子,yu2 zi3
鱼尾,yu2 wei3
发表,fa1 biao3
发觉,fa1 jue2
发言,fa1 yan2
玉髓,yu4 sui3
玉露,yu4 lu4
发誓,fa1 shi4
发财,fa1 cai2
玉门,yu4 men2
玉门,Yu4 men2
发货,fa1 huo4
玉里,Yu4 li3
玉衡,yu4 heng2
发贴,fa1 tie1
发起,fa1 qi3
玉兰,Yu4 lan2
发迹,fa1 ji4
发车,fa1 che1
发轫,fa1 ren4
发软,fa1 ruan3
发送,fa1 song4
发运,fa1 yun4
发达,fa1 da2
发配,fa1 pei4
发酵,fa1 jiao4
发难,fa1 nan4
发电,fa1 dian4
发霉,fa1 mei2
发音,fa1 yin1
发愿,fa1 yuan4
玉米,yu4 mi3
玉篇,Yu4 pian1
玉竹,yu4 zhu2
发颤,fa1 chan4
玉石,yu4 shi2
发飘,fa1 piao1
发飙,fa1 biao1
玉皇,Yu4 huang2
发面,fa1 mian4
玉田,Yu4 tian2
发麻,fa1 ma2
玉环,Yu4 huan2
玉璞,yu4 pu2
玉珉,yu4 min2
闽清,Min3 qing1
闽粤,Min3 Yue4
白下,Bai2 xia4
玉溪,Yu4 xi1
白事,bai2 shi4
白人,bai2 ren2
玉泉,yu4 quan2
玉泉,Yu4 quan2
白住,bai2 zhu4
白佛,bai2 fo2
白俄,Bai2 e2
玉树,Yu4 shu4
玉桂,yu4 gui4
白刃,bai2 ren4
白匪,bai2 fei3
玉林,Yu4 lin2
玉札,yu4 zha2
白区,bai2 qu1
玉手,yu4 shou3
玉成,yu4 cheng2
玉帝,yu4 di4
白卷,bai2 juan4
玉州,Yu4 zhou1
白吃,bai2 chi1
玉川,Yu4 chuan1
白喉,bai2 hou2
玉山,Yu4 shan1
白城,Bai2 cheng2
白垩,bai2 e4
白夜,bai2 ye4
玉器,yu4 qi4
玉兔,yu4 tu4
玉佩,yu4 pei4
白天,bai2 tian1
玉人,yu4 ren2
白奴,bai2 nu2
玉井,Yu4 jing3
闽菜,Min3 cai4
刻骨,ke4 gu3
率领,shuai4 ling3
率真,shuai4 zhen1
率直,shuai4 zhi2
白嫩,bai2 nen4
白子,bai2 zi3
白字,bai2 zi4
率然,shuai4 ran2
率先,shuai4 xian1
闽语,Min3 yu3
刻录,ke4 lu4
鱼峰,Yu2 feng1
刻薄,ke4 bo2
玄青,xuan2 qing1
玄关,xuan2 guan1
玄远,xuan2 yuan3
玄虚,xuan2 xu1
白宫,Bai2 gong1
白山,Bai2 shan1
玄秘,xuan2 mi4
玄石,xuan2 shi2
玄理,xuan2 li3
玄狐,xuan2 hu2
白布,bai2 bu4
白带,bai2 dai4
白厅,Bai2 ting1
白托,bai2 tuo1
玄武,Xuan2 wu3
玄机,xuan2 ji1
玄学,xuan2 xue2
玄孙,xuan2 sun1
玄妙,xuan2 miao4
玄奥,xuan2 ao4
玄奘,Xuan2 zang4
玄圃,Xuan2 pu3
玄乎,xuan2 hu1
白拣,bai2 jian3
阃奥,kun3 ao4
玃猿,jue2 yuan2
阃寄,kun3 ji4
阃范,kun3 fan4
鱼排,yu2 pai2
刻苦,ke4 ku3
不等,bu4 deng3
白描,bai2 miao2
猕猴,mi2 hou2
刻痕,ke4 hen2
献金,xian4 jin1
献身,xian4 shen1
献词,xian4 ci2
献计,xian4 ji4
白搭,bai2 da1
献血,xian4 xue4
献花,xian4 hua1
献县,Xian4 xian4
献策,xian4 ce4
献祭,xian4 ji4
白撞,bai2 zhuang4
献宝,xian4 bao3
献媚,xian4 mei4
献出,xian4 chu1
献上,xian4 shang4
刻画,ke4 hua4
刻版,ke4 ban3
兽类,shou4 lei4
白文,bai2 wen2
兽医,shou4 yi1
兽术,shou4 shu4
兽行,shou4 xing2
兽药,shou4 yao4
白族,Bai2 zu2
白旗,bai2 qi2
兽穴,shou4 xue2
兽皮,shou4 pi2
白日,bai2 ri4
兽欲,shou4 yu4
兽性,shou4 xing4
兽奸,shou4 jian1
白昼,bai2 zhou4
刻毒,ke4 du2
阆中,Lang2 zhong1
猎鹰,lie4 ying1
白朗,Bai2 lang3
猎头,lie4 tou2
猎隼,lie4 sun3
猎豹,lie4 bao4
猎艳,lie4 yan4
猎狗,lie4 gou3
白术,bai2 zhu2
猎犬,lie4 quan3
猎物,lie4 wu4
白板,bai2 ban3
猎潜,lie4 qian2
白果,bai2 guo3
猎杀,lie4 sha1
猎枪,lie4 qiang1
猎捕,lie4 bu3
猎手,lie4 shou3
白条,bai2 tiao2
白杨,bai2 yang2
白朴,Bai2 Pu3
猎奇,lie4 qi2
猎取,lie4 qu3
猎刀,lie4 dao1
猎人,lie4 ren2
刻板,ke4 ban3
獴科,meng3 ke1
刻本,ke4 ben3
刻期,ke4 qi1
白毛,bai2 mao2
获鹿,Huo4 lu4
获释,huo4 shi4
获赠,huo4 zeng4
获罪,huo4 zui4
白水,Bai2 shui3
获益,huo4 yi4
获奖,huo4 jiang3
白水,bai2 shui3
获救,huo4 jiu4
获悉,huo4 xi1
白沙,Bai2 sha1
白沫,bai2 mo4
获得,huo4 de2
获报,huo4 bao4
白河,Bai2 he2
获嘉,Huo4 jia1
获取,huo4 qu3
白洞,bai2 dong4
获胜,huo4 sheng4
获利,huo4 li4
获刑,huo4 xing2
获准,huo4 zhun3
刻日,ke4 ri4
阆苑,Lang4 yuan4
狞猫,ning2 mao1
狞笑,ning2 xiao4
阆风,Lang2 feng1
獯鬻,Xun1 yu4
刻意,ke4 yi4
不第,bu4 di4
獬豸,xie4 zhi4
刻度,ke4 du4
猃狁,Xian3 yun3
刻写,ke4 xie3
刻印,ke4 yin4
白海,Bai2 Hai3
独龙,Du2 long2
白净,bai2 jing4
独体,du2 ti3
白汤,bai2 tang1
白泽,Bai2 Ze2
独霸,du2 ba4
白浊,bai2 zhuo2
独院,du2 yuan4
独酌,du2 zhuo2
白煤,bai2 mei2
白熊,bai2 xiong2
独身,du2 shen1
独资,du2 zi1
白热,bai2 re4
独语,du2 yu3
白炽,bai2 chi4
白狐,bai2 hu2
白玉,Bai2 yu4
白玉,bai2 yu4
独裁,du2 cai2
白瓷,bai2 ci2
白痢,bai2 li4
独行,du2 xing2
独处,du2 chu3
独苗,du2 miao2
独舞,du2 wu3
独自,du2 zi4
白痴,bai2 chi1
独胆,du2 dan3
白白,bai2 bai2
白皙,bai2 xi1
白目,bai2 mu4
白眼,bai2 yan3
白砒,bai2 pi1
白碑,bai2 bei1
白磷,bai2 lin2
白矾,bai2 fan2
白票,bai2 piao4
白种,bai2 zhong3
白简,Bai2 jian3
白米,bai2 mi3
独立,du2 li4
独秀,du2 xiu4
白粉,bai2 fen3
独白,du2 bai2
白粥,bai2 zhou1
白糖,bai2 tang2
白线,bai2 xian4
白羊,Bai2 yang2
白翳,bai2 yi4
独生,du2 sheng1
独独,du2 du2
独特,du2 te4
独步,du2 bu4
白肉,bai2 rou4
独栋,du2 dong4
白脱,bai2 tuo1
白脸,bai2 lian3
白色,bai2 se4
独有,du2 you3
白芍,bai2 shao2
白茅,bai2 mao2
独断,du2 duan4
白苋,bai2 xian4
白菜,bai2 cai4
独揽,du2 lan3
独岛,Du2 dao3
白莲,bai2 lian2
白薯,bai2 shu3
白苏,bai2 su1
独山,Du2 shan1
独属,du2 shu3
白蔹,bai2 lian3
独居,du2 ju1
白虎,Bai2 hu3
独尊,du2 zun1
独家,du2 jia1
白蚁,bai2 yi3
独子,du2 zi3
独奏,du2 zou4
白蜡,bai2 la4
独夫,du2 fu1
白话,bai2 hua4
独唱,du2 chang4
独吞,du2 tun1
独力,du2 li4
独创,du2 chuang4
独到,du2 dao4
白费,bai2 fei4
白起,Bai2 Qi3
白车,bai2 che1
白军,Bai2 jun1
独具,du2 ju4
白道,bai2 dao4
白酒,bai2 jiu3
白醋,bai2 cu4
独占,du2 zhan4
白金,bai2 jin1
白银,Bai2 yin2
白银,bai2 yin2
独一,du2 yi1
闾尾,lu:2 wei3
鱼水,yu2 shui3
刺骨,ci4 gu3
刺青,ci4 qing1
不符,bu4 fu2
刺身,ci4 shen1
刺猬,ci4 wei5
刺苋,ci4 xian4
阅世,yue4 shi4
阅兵,yue4 bing1
獙獙,bi4 bi4
刺胞,ci4 bao1
刺耳,ci4 er3
阅卷,yue4 juan4
刺绣,ci4 xiu4
獒犬,ao2 quan3
阅历,yue4 li4
阅览,yue4 lan3
阅读,yue4 du2
奖项,jiang3 xiang4
奖金,jiang3 jin1
奖酬,jiang3 chou2
奖赏,jiang3 shang3
奖章,jiang3 zhang1
奖状,jiang3 zhuang4
白铜,bai2 tong2
奖牌,jiang3 pai2
奖杯,jiang3 bei1
奖掖,jiang3 ye4
奖挹,jiang3 yi4
白钢,bai2 gang1
白铁,bai2 tie3
奖品,jiang3 pin3
白镴,bai2 la4
奖励,jiang3 li4
奖券,jiang3 quan4
刺穿,ci4 chuan1
刺破,ci4 po4
刺眼,ci4 yan3
刺目,ci4 mu4
白附,bai2 fu4
白陶,bai2 tao2
白雪,bai2 xue3
白云,Bai2 yun2
狮潭,Shi1 tan2
白云,bai2 yun2
白霜,bai2 shuang1
白露,Bai2 lu4
白领,bai2 ling3
白头,bai2 tou2
白饭,bai2 fan4
白骨,bai2 gu3
白体,bai2 ti3
白发,bai2 fa4
白鬼,bai2 gui3
狮子,shi1 zi5
狮子,Shi1 zi3
狮城,Shi1 cheng2
刺痛,ci4 tong4
狱吏,yu4 li4
狱卒,yu4 zu2
不端,bu4 duan1
不穷,bu4 qiong2
鱼汛,yu2 xun4
阉人,yan1 ren2
猿玃,yuan2 jue2
猿猴,yuan2 hou2
猿人,yuan2 ren2
阉割,yan1 ge1
刺激,ci4 ji1
刺杀,ci4 sha1
刺死,ci4 si3
刺槐,ci4 huai2
猸子,mei2 zi5
刺桐,ci4 tong2
